Categoria,Medio,Fecha,Titulo,Resumen,ComentarioReaccion,TonoSentimiento
Generacion Z,TikTok,2023-12-29,Opinión sobre la crisis generacional,"Muchos jóvenes sienten que el futuro es incierto, ...","Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando. Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.",1
Generacion Z,YouTube,2023-02-11,Opinión sobre la crisis generacional,Estamos tan acostumbrados a la recompensa instantá...,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,10
Generacion Z,YouTube,2024-05-29,Opinión sobre la crisis generacional,La cultura actual parece obsesionada con lo nuevo ...,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero. No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.",5
Generacion Z,TikTok,2023-04-22,Opinión sobre la crisis generacional,La relación entre la inteligencia artificial y nue...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,5
Generacion Z,TikTok,2022-05-12,Opinión sobre la crisis generacional,Estamos tan acostumbrados a la recompensa instantá...,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,10
Generacion Z,Twitter,2023-11-27,Opinión sobre la crisis generacional,Antes los proyectos de vida eran a largo plazo; ho...,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok.,5
Generacion Z,Twitter,2024-02-08,Opinión sobre la crisis generacional,Los vínculos afectivos hoy son más frágiles que nu...,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.,10
Generacion Z,Twitter,2023-09-22,Opinión sobre la crisis generacional,El ruido constante de las redes sociales hace difí...,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,5
Generacion Z,El Universal,2022-01-29,Opinión sobre la crisis generacional,Antes los proyectos de vida eran a largo plazo; ho...,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok.,1
Generacion Z,YouTube,2024-01-18,Opinión sobre la crisis generacional,La relación entre la inteligencia artificial y nue...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,10
Generacion Z,Twitter,2024-01-31,Opinión sobre la crisis generacional,Cada vez que una app me recomienda qué ver o qué c...,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?",1
Generacion Z,Twitter,2022-04-03,Opinión sobre la crisis generacional,La identidad en línea se construye y se desmonta c...,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",5
Generacion Z,Twitter,2023-11-15,Opinión sobre la crisis generacional,Cada vez que una app me recomienda qué ver o qué c...,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",5
Generacion Z,Twitter,2022-02-20,Opinión sobre la crisis generacional,Los vínculos afectivos hoy son más frágiles que nu...,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.,1
Generacion Z,TikTok,2022-07-07,Opinión sobre la crisis generacional,"Muchos jóvenes sienten que el futuro es incierto, ...","Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",10
Generacion Z,Twitter,2022-12-11,Opinión sobre la crisis generacional,A veces siento que la presión de mostrar una vida ...,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.,10
Generacion Z,YouTube,2022-07-03,Opinión sobre la crisis generacional,Los vínculos afectivos hoy son más frágiles que nu...,Los vínculos afectivos hoy son más frágiles que nunca. La inmediatez también afecta las relaciones humanas.,5
Generacion Z,YouTube,2023-05-01,Opinión sobre la crisis generacional,La cultura actual parece obsesionada con lo nuevo ...,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",5
Generacion Z,TikTok,2024-01-11,Opinión sobre la crisis generacional,La Generación Z enfrenta un dilema existencial: qu...,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",1
Generacion Z,YouTube,2024-05-27,Opinión sobre la crisis generacional,Estamos tan acostumbrados a la recompensa instantá...,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,1
Generacion Z,YouTube,2024-01-29,Opinión sobre la crisis generacional,No sé si la tecnología nos está liberando del esfu...,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,1
Generacion Z,El Universal,2023-09-06,Opinión sobre la crisis generacional,Muchos jóvenes tienen una sensación de vacío difíc...,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",1
Generacion Z,El Financiero,2023-04-21,Opinión sobre la crisis generacional,La relación entre la inteligencia artificial y nue...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,5
Generacion Z,Twitter,2024-01-01,Opinión sobre la crisis generacional,Cada vez que una app me recomienda qué ver o qué c...,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",10
Generacion Z,Twitter,2023-06-23,Opinión sobre la crisis generacional,La relación entre la inteligencia artificial y nue...,"La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta? La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",5
Generacion Z,YouTube,2023-05-10,Opinión sobre la crisis generacional,La identidad en línea se construye y se desmonta c...,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",1
Generacion Z,El Universal,2022-07-21,Opinión sobre la crisis generacional,La cultura actual parece obsesionada con lo nuevo ...,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",10
Generacion Z,Twitter,2023-04-23,Opinión sobre la crisis generacional,La relación entre la inteligencia artificial y nue...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,1
Generacion Z,YouTube,2023-12-09,Opinión sobre la crisis generacional,La cultura actual parece obsesionada con lo nuevo ...,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",1
Generacion Z,El Financiero,2024-02-29,Opinión sobre la crisis generacional,"Muchos jóvenes sienten que el futuro es incierto, ...","Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",10
Generacion Z,TikTok,2022-01-04,Opinión sobre la crisis generacional,La IA puede predecir nuestras emociones con una pr...,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?,1
Generacion Z,El Financiero,2023-06-14,Opinión sobre la crisis generacional,Los algoritmos parecen conocer mis gustos mejor qu...,"Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento. Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",1
Generacion Z,TikTok,2024-02-20,Opinión sobre la crisis generacional,"Con tanta información, el desafío ya no es aprende...","Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",5
Generacion Z,El País,2022-09-07,Opinión sobre la crisis generacional,Todo se mueve tan rápido que incluso los recuerdos...,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.,10
Generacion Z,Twitter,2022-03-13,Opinión sobre la crisis generacional,"Con tanta información, el desafío ya no es aprende...","Con tanta información, el desafío ya no es aprender, sino filtrar. El exceso de conocimiento puede ser una forma moderna de confusión.",1
Generacion Z,Twitter,2023-10-01,Opinión sobre la crisis generacional,La identidad en línea se construye y se desmonta c...,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. ¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?",5
Generacion Z,TikTok,2023-05-01,Opinión sobre la crisis generacional,A veces siento que la presión de mostrar una vida ...,"A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación. Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",5
Generacion Z,YouTube,2023-03-31,Opinión sobre la crisis generacional,El ruido constante de las redes sociales hace difí...,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,10
Generacion Z,El Universal,2023-05-24,Opinión sobre la crisis generacional,Los algoritmos parecen conocer mis gustos mejor qu...,Los algoritmos parecen conocer mis gustos mejor que yo mismo. Es inquietante pensar si realmente sigo mis propias decisiones o si son las plataformas quienes moldean mi comportamiento.,1
Generacion Z,Twitter,2024-05-14,Opinión sobre la crisis generacional,A veces siento que la presión de mostrar una vida ...,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.,1
